,time,id,lon,lat,10U,10V,10UV,MSL,3h_Dvalue,6h_Dvalue,9h_Dvalue,12h_Dvalue,max_Dvalue,2_min_wind_force,great_wind_force,2_Min_Wind_Force,Great_Wind_Force,delta_ec_ob
0,2016-03-01 08:00:00,F2273,117.9,24.035,0.32265632148551565,-2.9085190191587205,2.926361219433201,0.8538472808652386,1.9482835613081304,1.5414625997535722,0.022254443041447303,0.1348954771370927,1.9482835613081304,9.0,11.8,5.357142857142857,6.32258064516129,6.0736387805667995
1,2016-03-02 08:00:00,F2273,117.9,24.035,-0.6432002155695108,-2.6273698132538907,2.7049544641095995,1.0819734305996462,1.5775043718140296,0.8582835613083262,0.28171643869200125,0.1314625997534904,1.5775043718140296,3.0,4.3,2.7777777777777777,3.4285714285714284,0.2950455358904005
2,2016-03-03 08:00:00,F2273,117.9,24.035,-1.228863150227429,-1.6898000553585246,2.0893848063668297,0.879992859048798,1.4099999999999682,0.662641034095941,0.17807451558292087,0.9131790384456052,1.4099999999999682,3.4,4.6,3.0,3.571428571428571,1.3106151936331703
3,2016-03-04 08:00:00,F2273,117.9,24.035,-0.10177238612493024,-1.7568689151468526,1.7598141957567115,0.7030365643681762,1.4482835613080167,0.7477455569585345,0.2282835613083307,1.2422544430419291,1.4482835613080167,2.8,3.9,2.6666666666666665,3.238095238095238,1.0401858042432883
4,2016-03-05 08:00:00,F2273,117.9,24.035,-5.405808349411588,-3.4402638495647104,6.4076656642797625,0.9185145651496214,2.0222544430416747,1.3422544430416108,0.4145665185128564,1.5094043632203693,2.0222544430416747,4.9,6.3,3.7142857142857135,4.32,-1.5076656642797621
5,2016-03-06 08:00:00,F2273,117.9,24.035,-0.8839277800193902,-1.975684613282664,2.1644070808080156,0.35066598525008885,1.4834328773839616,0.8017164386919831,0.27510452286287546,0.09435747278780582,1.4834328773839616,4.8,7.5,3.6666666666666665,4.8,2.6355929191919842
6,2016-03-07 08:00:00,F2273,117.9,24.035,1.8743527152149508,1.7807795147803638,2.58541559160129,0.8373794766783931,1.9645665185130383,1.8211336411289951,0.6611336411286857,1.2533880841706375,1.9645665185130383,4.2,6.2,3.3809523809523814,4.28,1.6145844083987102
7,2016-03-08 08:00:00,F2273,117.9,24.035,-6.97492454741266,-8.476657572662129,10.977399329817144,3.5910739926318915,1.6930336325356166,1.5552880755772094,1.1907791894942648,3.3958837123565218,3.3958837123565218,13.1,18.7,6.741935483870968,8.416666666666666,2.1226006701828553
8,2016-03-09 08:00:00,F2273,117.9,24.035,-7.062927550786692,-8.956650640749858,11.40642521950267,3.789619422253281,2.412029713799257,1.1682835613083853,0.22847976781690704,1.2376302920987428,2.412029713799257,13.3,16.6,6.806451612903228,7.8181818181818175,1.89357478049733
9,2016-03-10 08:00:00,F2273,117.9,24.035,-3.0776775222971504,-7.3839331211197585,7.999660447070394,2.9624054885989612,1.5794619956502631,0.2572075526087474,1.8133304517408533,1.5133880841708558,1.8133304517408533,12.7,17.2,6.612903225806451,8.0,4.700339552929606
10,2016-03-11 08:00:00,F2273,117.9,24.035,-3.075027907398699,-4.674126039299742,5.594930818387367,1.4269239173422648,1.331716438691842,0.2797588148551995,1.0668209615544129,0.2282835613079897,1.331716438691842,8.9,11.4,5.321428571428571,6.193548387096772,3.305069181612633
11,2016-03-12 08:00:00,F2273,117.9,24.035,-6.1431791085582494,-7.078475244657026,9.372484267740806,2.896323626758885,2.5645088860827627,2.2794172024365484,2.498595032676235,4.316180531561372,4.316180531561372,10.5,14.9,5.892857142857142,7.303030303030303,1.1275157322591944
12,2016-03-13 08:00:00,F2273,117.9,24.035,-6.9430935403564025,-8.172423337452585,10.723574549406482,3.0486942058768136,2.2496710413756773,1.4568785939844702,0.7094619956504857,1.4285374002466824,2.2496710413756773,10.7,15.2,5.9642857142857135,7.393939393939394,-0.02357454940648296
13,2016-03-14 08:00:00,F2273,117.9,24.035,-4.597592738393803,-5.2614476280776055,6.987180413524105,1.1830001429764252,1.978866358871073,0.894895477137311,0.4851045228626845,0.5288663588709142,1.978866358871073,10.8,14.8,6.0,7.272727272727272,3.8128195864758956
14,2016-03-15 08:00:00,F2273,117.9,24.035,-3.662382748250689,-3.98687181385016,5.413704300638994,1.0778442133479302,2.192156339787175,1.7340660740062503,1.3265743559866223,2.0180369557399445,2.192156339787175,4.8,7.8,3.6666666666666665,4.92,-0.613704300638994
15,2016-03-16 08:00:00,F2273,117.9,24.035,-0.688301252402668,-1.6578821323039177,1.7950854516350097,0.5290368574864033,1.7920453973160877,0.7417164386919239,1.73285007982156,1.4335813796981256,1.7920453973160877,7.5,10.5,4.8,5.892857142857142,5.70491454836499
16,2016-03-17 08:00:00,F2273,117.9,24.035,3.5742137702911982,3.0604725645918016,4.705475150753465,0.4387337241669229,2.4648954771371336,2.20059563677944,1.3875365112331792,2.257745556958639,2.4648954771371336,3.1,5.7,2.833333333333333,4.08,-1.6054751507534646
17,2016-03-18 08:00:00,F2273,117.9,24.035,-5.791140868723379,-5.761835968103576,8.169214545152442,1.5837476167067734,1.9588663588710915,1.7614625997534858,0.8777455569584163,1.9611784343427416,1.9611784343427416,8.2,13.0,5.071428571428571,6.709677419354838,0.030785454847556792
18,2016-03-19 08:00:00,F2273,117.9,24.035,-6.158290788902321,-6.084842945618676,8.657358668411778,2.438588992920017,2.069075404595992,1.5461084415991309,0.2785374002464778,0.3783859869510025,2.069075404595992,10.8,13.9,6.0,7.0,2.142641331588223
19,2016-03-20 08:00:00,F2273,117.9,24.035,-5.7376236610363875,-6.467007224479892,8.645374932133349,1.6113714887902688,1.5436528279316235,0.8917164386920149,1.1831918776618977,0.8237875144411646,1.5436528279316235,7.2,10.6,4.68,5.928571428571428,-1.4453749321333484
20,2016-03-21 08:00:00,F2273,117.9,24.035,-2.7170674306909666,-3.3217470448921724,4.291440184037462,0.9675549931113208,1.5073589659042457,0.9073589659042228,1.3682835613080897,0.9368209615544174,1.5073589659042457,6.4,12.3,4.36,6.483870967741938,2.108559815962538
21,2016-03-22 08:00:00,F2273,117.9,24.035,-8.684285647568696,-9.420480441668404,12.812582446970813,3.556473906804172,2.7851045228625253,2.3977007637449788,2.143983720950132,4.4603114713684135,4.4603114713684135,12.9,18.0,6.67741935483871,8.222222222222221,0.08741755302918719
22,2016-03-23 08:00:00,F2273,117.9,24.035,-6.621066975022337,-8.383776938337448,10.682988516306207,2.9762527694638266,2.006567122616275,1.249671041375791,0.10053800434980076,0.9225211211969508,2.006567122616275,12.9,17.1,6.67741935483871,7.9696969696969715,2.2170114836937937
23,2016-03-24 08:00:00,F2273,117.9,24.035,-6.106682208191303,-7.3880166184070655,9.585111222395867,2.953290632866356,1.836282957204844,1.5585950326765214,0.5911784343422823,1.4536419231092168,1.836282957204844,12.2,16.3,6.451612903225808,7.7272727272727275,2.6148887776041327
